SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/build/lib/slf4j-log4j12-1.6.1.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/lib/slf4j-log4j12-1.6.1.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
2023-03-26 18:01:32,643 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../conf/zoo.cfg
2023-03-26 18:01:32,647 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2023-03-26 18:01:32,647 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2023-03-26 18:01:32,647 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2023-03-26 18:01:32,647 [myid:] - WARN  [main:QuorumPeerMain@116] - Either no config or no quorum defined in config, running  in standalone mode
2023-03-26 18:01:32,658 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../conf/zoo.cfg
2023-03-26 18:01:32,659 [myid:] - INFO  [main:ZooKeeperServerMain@98] - Starting server
2023-03-26 18:01:32,666 [myid:] - INFO  [main:Environment@100] - Server environment:zookeeper.version=3.4.11-37e277162d567b55a07d1755f0b31c32e93c01a0, built on 11/01/2017 18:06 GMT
2023-03-26 18:01:32,666 [myid:] - INFO  [main:Environment@100] - Server environment:host.name=localhost
2023-03-26 18:01:32,666 [myid:] - INFO  [main:Environment@100] - Server environment:java.version=13.0.1
2023-03-26 18:01:32,666 [myid:] - INFO  [main:Environment@100] - Server environment:java.vendor=Oracle Corporation
2023-03-26 18:01:32,666 [myid:] - INFO  [main:Environment@100] - Server environment:java.home=/Library/Java/JavaVirtualMachines/jdk-13.0.1.jdk/Contents/Home
2023-03-26 18:01:32,667 [myid:] - INFO  [main:Environment@100] - Server environment:java.class.path=/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../build/classes:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../build/lib/slf4j-log4j12-1.6.1.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../build/lib/slf4j-api-1.6.1.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../build/lib/netty-3.10.5.Final.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../build/lib/log4j-1.2.16.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../build/lib/jline-0.9.94.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../build/lib/audience-annotations-0.5.0.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../lib/slf4j-log4j12-1.6.1.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../lib/slf4j-api-1.6.1.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../lib/netty-3.10.5.Final.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../lib/log4j-1.2.16.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../lib/jline-0.9.94.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../lib/audience-annotations-0.5.0.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../zookeeper-3.4.11.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../src/java/lib/ivy-2.4.0.jar:/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin/../conf:
2023-03-26 18:01:32,667 [myid:] - INFO  [main:Environment@100] - Server environment:java.library.path=/Users/beale/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
2023-03-26 18:01:32,667 [myid:] - INFO  [main:Environment@100] - Server environment:java.io.tmpdir=/var/folders/8m/5192gf297sj29r3nsqzpn7jr0000gn/T/
2023-03-26 18:01:32,667 [myid:] - INFO  [main:Environment@100] - Server environment:java.compiler=<NA>
2023-03-26 18:01:32,667 [myid:] - INFO  [main:Environment@100] - Server environment:os.name=Mac OS X
2023-03-26 18:01:32,668 [myid:] - INFO  [main:Environment@100] - Server environment:os.arch=x86_64
2023-03-26 18:01:32,668 [myid:] - INFO  [main:Environment@100] - Server environment:os.version=10.16
2023-03-26 18:01:32,668 [myid:] - INFO  [main:Environment@100] - Server environment:user.name=beale
2023-03-26 18:01:32,668 [myid:] - INFO  [main:Environment@100] - Server environment:user.home=/Users/beale
2023-03-26 18:01:32,668 [myid:] - INFO  [main:Environment@100] - Server environment:user.dir=/Users/beale/Desktop/ECE419/ms1-gr34/zookeeper-3.4.11/bin
2023-03-26 18:01:32,674 [myid:] - INFO  [main:ZooKeeperServer@825] - tickTime set to 2000
2023-03-26 18:01:32,674 [myid:] - INFO  [main:ZooKeeperServer@834] - minSessionTimeout set to -1
2023-03-26 18:01:32,674 [myid:] - INFO  [main:ZooKeeperServer@843] - maxSessionTimeout set to -1
2023-03-26 18:01:32,681 [myid:] - INFO  [main:ServerCnxnFactory@117] - Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory
2023-03-26 18:01:32,686 [myid:] - INFO  [main:NIOServerCnxnFactory@89] - binding to port 0.0.0.0/0.0.0.0:2181
2023-03-26 18:01:49,953 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:55652
2023-03-26 18:01:49,963 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:55652
2023-03-26 18:01:49,966 [myid:] - INFO  [SyncThread:0:FileTxnLog@209] - Creating new log file: log.1
2023-03-26 18:01:49,999 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x100045dfe480000 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:55652
2023-03-26 18:02:18,706 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:55655
2023-03-26 18:02:18,708 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /127.0.0.1:55655
2023-03-26 18:02:18,729 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x100045dfe480001 with negotiated timeout 4000 for client /127.0.0.1:55655
2023-03-26 18:02:19,661 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:55657
2023-03-26 18:02:19,662 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:55657
2023-03-26 18:02:19,683 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x100045dfe480002 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:55657
2023-03-26 18:02:20,661 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:55662
